participantId,trialId,trialOrder,responseId,status,rejectReason,description,rejectTime,percentComplete,answer,parameters_imagelinks
"05178a09-cb69-4128-8559-a51258854df1","slider2_2_2","44","windowEvents","undefined","undefined","undefined","undefined","undefined","{""focus"":2,""input"":1,""keydown"":0,""keyup"":0,""mousemove"":13,""mousedown"":5,""mouseup"":5,""resize"":0,""scroll"":0,""visibility"":0}","undefined"
"05178a09-cb69-4128-8559-a51258854df1","circle_1_1","45","chosen_image","completed","undefined","undefined","undefined","100.00","b","labeling/outside_labeling/circles/circle_1.png,labeling/outside_labeling/circles/circle_2.png"
"05178a09-cb69-4128-8559-a51258854df1","circle_1_1","45","windowEvents","undefined","undefined","undefined","undefined","undefined","{""focus"":2,""input"":1,""keydown"":0,""keyup"":0,""mousemove"":12,""mousedown"":4,""mouseup"":4,""resize"":0,""scroll"":0,""visibility"":0}","undefined"
"05178a09-cb69-4128-8559-a51258854df1","circle_2_2","46","chosen_image","completed","undefined","undefined","undefined","100.00","b","labeling/outside_labeling/circles/small_2.png,labeling/outside_labeling/circles/small_3.png"
"05178a09-cb69-4128-8559-a51258854df1","circle_2_2","46","windowEvents","undefined","undefined","undefined","undefined","undefined","{""focus"":2,""input"":1,""keydown"":0,""keyup"":0,""mousemove"":8,""mousedown"":2,""mouseup"":2,""resize"":0,""scroll"":0,""visibility"":0}","undefined"
"05178a09-cb69-4128-8559-a51258854df1","circle_2_3","47","chosen_image","completed","undefined","undefined","undefined","100.00","a","labeling/outside_labeling/circles/small_3.png,labeling/outside_labeling/circles/small_1.png"
"05178a09-cb69-4128-8559-a51258854df1","circle_2_3","47","windowEvents","undefined","undefined","undefined","undefined","undefined","{""focus"":2,""input"":1,""keydown"":0,""keyup"":0,""mousemove"":9,""mousedown"":2,""mouseup"":2,""resize"":0,""scroll"":0,""visibility"":0}","undefined"
"05178a09-cb69-4128-8559-a51258854df1","slider2_2_1","48","chosen_image","completed","undefined","undefined","undefined","100.00","a","labeling/sliders/ex2_sliders/no_slider.png,labeling/sliders/ex2_sliders/sameside1.png"
"05178a09-cb69-4128-8559-a51258854df1","slider2_2_1","48","windowEvents","undefined","undefined","undefined","undefined","undefined","{""focus"":3,""input"":1,""keydown"":0,""keyup"":0,""mousemove"":15,""mousedown"":3,""mouseup"":2,""resize"":0,""scroll"":0,""visibility"":0}","undefined"
"05178a09-cb69-4128-8559-a51258854df1","introduction4","49","","completed","undefined","undefined","undefined","100.00","undefined","undefined"
"05178a09-cb69-4128-8559-a51258854df1","introduction4","49","windowEvents","undefined","undefined","undefined","undefined","undefined","{""focus"":0,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":11,""mousedown"":0,""mouseup"":1,""resize"":0,""scroll"":0,""visibility"":0}","undefined"
"05178a09-cb69-4128-8559-a51258854df1","rotate3_2","50","chosen_image","completed","undefined","undefined","undefined","100.00","a","labeling/rotated/ex3_rotate/rotate_plus.png,labeling/rotated/ex3_rotate/hor.png"
"05178a09-cb69-4128-8559-a51258854df1","rotate3_2","50","windowEvents","undefined","undefined","undefined","undefined","undefined","{""focus"":2,""input"":1,""keydown"":0,""keyup"":0,""mousemove"":17,""mousedown"":2,""mouseup"":2,""resize"":0,""scroll"":0,""visibility"":0}","undefined"
"05178a09-cb69-4128-8559-a51258854df1","rotate2_2","51","chosen_image","completed","undefined","undefined","undefined","100.00","b","labeling/rotated/ex2_rotate/rotate_plus.png,labeling/rotated/ex2_rotate/hor.png"
"05178a09-cb69-4128-8559-a51258854df1","rotate2_2","51","windowEvents","undefined","undefined","undefined","undefined","undefined","{""focus"":2,""input"":1,""keydown"":0,""keyup"":0,""mousemove"":13,""mousedown"":4,""mouseup"":4,""resize"":0,""scroll"":0,""visibility"":0}","undefined"
"05178a09-cb69-4128-8559-a51258854df1","rotate1_1","52","chosen_image","completed","undefined","undefined","undefined","100.00","a","labeling/rotated/ex1_rotate/hor.png,labeling/rotated/ex1_rotate/rotate_min.png"
"05178a09-cb69-4128-8559-a51258854df1","rotate1_1","52","windowEvents","undefined","undefined","undefined","undefined","undefined","{""focus"":2,""input"":1,""keydown"":0,""keyup"":0,""mousemove"":9,""mousedown"":2,""mouseup"":2,""resize"":0,""scroll"":0,""visibility"":0}","undefined"
"05178a09-cb69-4128-8559-a51258854df1","rotate1_2","53","chosen_image","completed","undefined","undefined","undefined","100.00","b","labeling/rotated/ex1_rotate/hor.png,labeling/rotated/ex1_rotate/rotate_plus.png"
"05178a09-cb69-4128-8559-a51258854df1","rotate1_2","53","windowEvents","undefined","undefined","undefined","undefined","undefined","{""focus"":2,""input"":1,""keydown"":0,""keyup"":0,""mousemove"":7,""mousedown"":2,""mouseup"":2,""resize"":0,""scroll"":0,""visibility"":0}","undefined"
"05178a09-cb69-4128-8559-a51258854df1","rotate3_1","54","chosen_image","completed","undefined","undefined","undefined","100.00","a","labeling/rotated/ex3_rotate/hor.png,labeling/rotated/ex3_rotate/rotate_min.png"
"05178a09-cb69-4128-8559-a51258854df1","rotate3_1","54","windowEvents","undefined","undefined","undefined","undefined","undefined","{""focus"":2,""input"":1,""keydown"":0,""keyup"":0,""mousemove"":8,""mousedown"":2,""mouseup"":2,""resize"":0,""scroll"":0,""visibility"":0}","undefined"
"05178a09-cb69-4128-8559-a51258854df1","rotate2_1","55","chosen_image","completed","undefined","undefined","undefined","100.00","b","labeling/rotated/ex2_rotate/hor.png,labeling/rotated/ex2_rotate/rotate_min.png"
"05178a09-cb69-4128-8559-a51258854df1","rotate2_1","55","windowEvents","undefined","undefined","undefined","undefined","undefined","{""focus"":2,""input"":1,""keydown"":0,""keyup"":0,""mousemove"":9,""mousedown"":4,""mouseup"":4,""resize"":0,""scroll"":0,""visibility"":0}","undefined"
"922d8bfe-b45d-42bb-82c6-6686f843f35c","participantTags","null","participantTags","undefined","undefined","undefined","undefined","undefined","[]","undefined"
"b16885e8-0271-416f-8a30-387052406b94","participantTags","null","participantTags","undefined","undefined","undefined","undefined","undefined","[]","undefined"
