participantId,trialId,trialOrder,responseId,status,rejectReason,description,rejectTime,percentComplete,instruction,responsePrompt,answer,correctAnswer,duration,cleanedDuration,parameters_imagelinks
"05178a09-cb69-4128-8559-a51258854df1","slider2_2_3","29","chosen_image","completed","undefined","undefined","undefined","100.00","Choose the picture your prefer","Select one:","b","undefined","1096","1096","labeling/sliders/ex2_sliders/sameside1.png,labeling/sliders/ex2_sliders/sameside_hor.png"
"05178a09-cb69-4128-8559-a51258854df1","slider2_2_3","29","windowEvents","undefined","undefined","undefined","undefined","undefined","undefined","undefined","{""focus"":2,""input"":1,""keydown"":0,""keyup"":0,""mousemove"":7,""mousedown"":2,""mouseup"":2,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined"
"05178a09-cb69-4128-8559-a51258854df1","slider1_1_2","30","chosen_image","completed","undefined","undefined","undefined","100.00","Choose the picture your prefer","Select one:","b","undefined","1211","1211","labeling/sliders/ex1_sliders/hor2.png,labeling/sliders/ex1_sliders/no_slider.png"
"05178a09-cb69-4128-8559-a51258854df1","slider1_1_2","30","windowEvents","undefined","undefined","undefined","undefined","undefined","undefined","undefined","{""focus"":2,""input"":1,""keydown"":0,""keyup"":0,""mousemove"":6,""mousedown"":2,""mouseup"":2,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined"
"05178a09-cb69-4128-8559-a51258854df1","slider1_2_2","31","chosen_image","completed","undefined","undefined","undefined","100.00","Choose the picture your prefer","Select one:","a","undefined","1103","1103","labeling/sliders/ex1_sliders/no_slider.png,labeling/sliders/ex1_sliders/sameside_hor.png"
"05178a09-cb69-4128-8559-a51258854df1","slider1_2_2","31","windowEvents","undefined","undefined","undefined","undefined","undefined","undefined","undefined","{""focus"":3,""input"":1,""keydown"":0,""keyup"":0,""mousemove"":7,""mousedown"":3,""mouseup"":2,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined"
"05178a09-cb69-4128-8559-a51258854df1","circle_1_3","32","chosen_image","completed","undefined","undefined","undefined","100.00","Choose the picture your prefer","Select one:","b","undefined","1129","1129","labeling/outside_labeling/circles/circle_3.png,labeling/outside_labeling/circles/circle_1.png"
"05178a09-cb69-4128-8559-a51258854df1","circle_1_3","32","windowEvents","undefined","undefined","undefined","undefined","undefined","undefined","undefined","{""focus"":1,""input"":1,""keydown"":0,""keyup"":0,""mousemove"":6,""mousedown"":1,""mouseup"":2,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined"
"05178a09-cb69-4128-8559-a51258854df1","slider2_1_1","33","chosen_image","completed","undefined","undefined","undefined","100.00","Choose the picture your prefer","Select one:","a","undefined","1529","1529","labeling/sliders/ex2_sliders/no_slider.png,labeling/sliders/ex2_sliders/hor1.png"
"05178a09-cb69-4128-8559-a51258854df1","slider2_1_1","33","windowEvents","undefined","undefined","undefined","undefined","undefined","undefined","undefined","{""focus"":3,""input"":1,""keydown"":0,""keyup"":0,""mousemove"":9,""mousedown"":4,""mouseup"":3,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined"
"05178a09-cb69-4128-8559-a51258854df1","slider2_1_2","34","chosen_image","completed","undefined","undefined","undefined","100.00","Choose the picture your prefer","Select one:","a","undefined","2291","2291","labeling/sliders/ex2_sliders/hor2.png,labeling/sliders/ex2_sliders/no_slider.png"
"05178a09-cb69-4128-8559-a51258854df1","slider2_1_2","34","windowEvents","undefined","undefined","undefined","undefined","undefined","undefined","undefined","{""focus"":1,""input"":1,""keydown"":0,""keyup"":0,""mousemove"":14,""mousedown"":2,""mouseup"":3,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined"
"05178a09-cb69-4128-8559-a51258854df1","label1","35","chosen_image","completed","undefined","undefined","undefined","100.00","Choose the picture your prefer","Select one:","b","undefined","1491","1491","labeling/outside_labeling/base1.png,labeling/outside_labeling/with_outside1.png"
"05178a09-cb69-4128-8559-a51258854df1","label1","35","windowEvents","undefined","undefined","undefined","undefined","undefined","undefined","undefined","{""focus"":2,""input"":1,""keydown"":0,""keyup"":0,""mousemove"":8,""mousedown"":2,""mouseup"":2,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined"
"05178a09-cb69-4128-8559-a51258854df1","slider2_1_3","36","chosen_image","completed","undefined","undefined","undefined","100.00","Choose the picture your prefer","Select one:","a","undefined","1277","1277","labeling/sliders/ex2_sliders/hor1.png,labeling/sliders/ex2_sliders/hor2.png"
"05178a09-cb69-4128-8559-a51258854df1","slider2_1_3","36","windowEvents","undefined","undefined","undefined","undefined","undefined","undefined","undefined","{""focus"":2,""input"":1,""keydown"":0,""keyup"":0,""mousemove"":6,""mousedown"":2,""mouseup"":2,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined"
"05178a09-cb69-4128-8559-a51258854df1","circle_1_2","37","chosen_image","completed","undefined","undefined","undefined","100.00","Choose the picture your prefer","Select one:","b","undefined","1544","1544","labeling/outside_labeling/circles/circle_2.png,labeling/outside_labeling/circles/circle_3.png"
"05178a09-cb69-4128-8559-a51258854df1","circle_1_2","37","windowEvents","undefined","undefined","undefined","undefined","undefined","undefined","undefined","{""focus"":2,""input"":1,""keydown"":0,""keyup"":0,""mousemove"":7,""mousedown"":3,""mouseup"":3,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined"
"05178a09-cb69-4128-8559-a51258854df1","label2","38","chosen_image","completed","undefined","undefined","undefined","100.00","Choose the picture your prefer","Select one:","a","undefined","1302","1302","labeling/outside_labeling/base2.png,labeling/outside_labeling/with_outside2.png"
"05178a09-cb69-4128-8559-a51258854df1","label2","38","windowEvents","undefined","undefined","undefined","undefined","undefined","undefined","undefined","{""focus"":2,""input"":1,""keydown"":0,""keyup"":0,""mousemove"":6,""mousedown"":2,""mouseup"":2,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined"
"05178a09-cb69-4128-8559-a51258854df1","spring_3","39","chosen_image","completed","undefined","undefined","undefined","100.00","Choose the picture your prefer","Select one:","b","undefined","1095","1095","labeling/spring/spring_label_1.png,labeling/spring/spring_label_3.png"
"05178a09-cb69-4128-8559-a51258854df1","spring_3","39","windowEvents","undefined","undefined","undefined","undefined","undefined","undefined","undefined","{""focus"":2,""input"":1,""keydown"":0,""keyup"":0,""mousemove"":6,""mousedown"":2,""mouseup"":2,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined"
"05178a09-cb69-4128-8559-a51258854df1","label3","40","chosen_image","completed","undefined","undefined","undefined","100.00","Choose the picture your prefer","Select one:","a","undefined","2056","2056","labeling/outside_labeling/base3.png,labeling/outside_labeling/with_outside3.png"
"05178a09-cb69-4128-8559-a51258854df1","label3","40","windowEvents","undefined","undefined","undefined","undefined","undefined","undefined","undefined","{""focus"":2,""input"":1,""keydown"":0,""keyup"":0,""mousemove"":13,""mousedown"":3,""mouseup"":3,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined"
"05178a09-cb69-4128-8559-a51258854df1","slider1_2_1","41","chosen_image","completed","undefined","undefined","undefined","100.00","Choose the picture your prefer","Select one:","b","undefined","1300","1300","labeling/sliders/ex1_sliders/no_slider.png,labeling/sliders/ex1_sliders/sameside1.png"
"05178a09-cb69-4128-8559-a51258854df1","slider1_2_1","41","windowEvents","undefined","undefined","undefined","undefined","undefined","undefined","undefined","{""focus"":2,""input"":1,""keydown"":0,""keyup"":0,""mousemove"":6,""mousedown"":3,""mouseup"":3,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined"
"05178a09-cb69-4128-8559-a51258854df1","spring_1","42","chosen_image","completed","undefined","undefined","undefined","100.00","Choose the picture your prefer","Select one:","a","undefined","1755","1755","labeling/spring/spring_label_2.png,labeling/spring/spring_label_3.png"
"05178a09-cb69-4128-8559-a51258854df1","spring_1","42","windowEvents","undefined","undefined","undefined","undefined","undefined","undefined","undefined","{""focus"":2,""input"":1,""keydown"":0,""keyup"":0,""mousemove"":9,""mousedown"":3,""mouseup"":3,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined"
"05178a09-cb69-4128-8559-a51258854df1","circle_2_1","43","chosen_image","completed","undefined","undefined","undefined","100.00","Choose the picture your prefer","Select one:","b","undefined","1222","1222","labeling/outside_labeling/circles/small_1.png,labeling/outside_labeling/circles/small_2.png"
"05178a09-cb69-4128-8559-a51258854df1","circle_2_1","43","windowEvents","undefined","undefined","undefined","undefined","undefined","undefined","undefined","{""focus"":2,""input"":1,""keydown"":0,""keyup"":0,""mousemove"":6,""mousedown"":2,""mouseup"":2,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined"
"05178a09-cb69-4128-8559-a51258854df1","slider2_2_2","44","chosen_image","completed","undefined","undefined","undefined","100.00","Choose the picture your prefer","Select one:","a","undefined","2784","2784","labeling/sliders/ex2_sliders/no_slider.png,labeling/sliders/ex2_sliders/sameside_hor.png"
"05178a09-cb69-4128-8559-a51258854df1","slider2_2_2","44","windowEvents","undefined","undefined","undefined","undefined","undefined","undefined","undefined","{""focus"":2,""input"":1,""keydown"":0,""keyup"":0,""mousemove"":13,""mousedown"":5,""mouseup"":5,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined"
"05178a09-cb69-4128-8559-a51258854df1","circle_1_1","45","chosen_image","completed","undefined","undefined","undefined","100.00","Choose the picture your prefer","Select one:","b","undefined","2613","2613","labeling/outside_labeling/circles/circle_1.png,labeling/outside_labeling/circles/circle_2.png"
"05178a09-cb69-4128-8559-a51258854df1","circle_1_1","45","windowEvents","undefined","undefined","undefined","undefined","undefined","undefined","undefined","{""focus"":2,""input"":1,""keydown"":0,""keyup"":0,""mousemove"":12,""mousedown"":4,""mouseup"":4,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined"
"05178a09-cb69-4128-8559-a51258854df1","circle_2_2","46","chosen_image","completed","undefined","undefined","undefined","100.00","Choose the picture your prefer","Select one:","b","undefined","1457","1457","labeling/outside_labeling/circles/small_2.png,labeling/outside_labeling/circles/small_3.png"
"05178a09-cb69-4128-8559-a51258854df1","circle_2_2","46","windowEvents","undefined","undefined","undefined","undefined","undefined","undefined","undefined","{""focus"":2,""input"":1,""keydown"":0,""keyup"":0,""mousemove"":8,""mousedown"":2,""mouseup"":2,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined"
"05178a09-cb69-4128-8559-a51258854df1","circle_2_3","47","chosen_image","completed","undefined","undefined","undefined","100.00","Choose the picture your prefer","Select one:","a","undefined","1664","1664","labeling/outside_labeling/circles/small_3.png,labeling/outside_labeling/circles/small_1.png"
"05178a09-cb69-4128-8559-a51258854df1","circle_2_3","47","windowEvents","undefined","undefined","undefined","undefined","undefined","undefined","undefined","{""focus"":2,""input"":1,""keydown"":0,""keyup"":0,""mousemove"":9,""mousedown"":2,""mouseup"":2,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined"
"05178a09-cb69-4128-8559-a51258854df1","slider2_2_1","48","chosen_image","completed","undefined","undefined","undefined","100.00","Choose the picture your prefer","Select one:","a","undefined","5973","5973","labeling/sliders/ex2_sliders/no_slider.png,labeling/sliders/ex2_sliders/sameside1.png"
"05178a09-cb69-4128-8559-a51258854df1","slider2_2_1","48","windowEvents","undefined","undefined","undefined","undefined","undefined","undefined","undefined","{""focus"":3,""input"":1,""keydown"":0,""keyup"":0,""mousemove"":15,""mousedown"":3,""mouseup"":2,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined"
"05178a09-cb69-4128-8559-a51258854df1","introduction4","49","","completed","undefined","undefined","undefined","100.00","undefined","undefined","undefined","undefined","1663","1663","undefined"
"05178a09-cb69-4128-8559-a51258854df1","introduction4","49","windowEvents","undefined","undefined","undefined","undefined","undefined","undefined","undefined","{""focus"":0,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":11,""mousedown"":0,""mouseup"":1,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined"
"05178a09-cb69-4128-8559-a51258854df1","rotate3_2","50","chosen_image","completed","undefined","undefined","undefined","100.00","Choose the picture your prefer","Select one:","a","undefined","3443","3443","labeling/rotated/ex3_rotate/rotate_plus.png,labeling/rotated/ex3_rotate/hor.png"
"05178a09-cb69-4128-8559-a51258854df1","rotate3_2","50","windowEvents","undefined","undefined","undefined","undefined","undefined","undefined","undefined","{""focus"":2,""input"":1,""keydown"":0,""keyup"":0,""mousemove"":17,""mousedown"":2,""mouseup"":2,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined"
"05178a09-cb69-4128-8559-a51258854df1","rotate2_2","51","chosen_image","completed","undefined","undefined","undefined","100.00","Choose the picture your prefer","Select one:","b","undefined","2223","2223","labeling/rotated/ex2_rotate/rotate_plus.png,labeling/rotated/ex2_rotate/hor.png"
"05178a09-cb69-4128-8559-a51258854df1","rotate2_2","51","windowEvents","undefined","undefined","undefined","undefined","undefined","undefined","undefined","{""focus"":2,""input"":1,""keydown"":0,""keyup"":0,""mousemove"":13,""mousedown"":4,""mouseup"":4,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined"
"05178a09-cb69-4128-8559-a51258854df1","rotate1_1","52","chosen_image","completed","undefined","undefined","undefined","100.00","Choose the picture your prefer","Select one:","a","undefined","1436","1436","labeling/rotated/ex1_rotate/hor.png,labeling/rotated/ex1_rotate/rotate_min.png"
"05178a09-cb69-4128-8559-a51258854df1","rotate1_1","52","windowEvents","undefined","undefined","undefined","undefined","undefined","undefined","undefined","{""focus"":2,""input"":1,""keydown"":0,""keyup"":0,""mousemove"":9,""mousedown"":2,""mouseup"":2,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined"
"05178a09-cb69-4128-8559-a51258854df1","rotate1_2","53","chosen_image","completed","undefined","undefined","undefined","100.00","Choose the picture your prefer","Select one:","b","undefined","1191","1191","labeling/rotated/ex1_rotate/hor.png,labeling/rotated/ex1_rotate/rotate_plus.png"
"05178a09-cb69-4128-8559-a51258854df1","rotate1_2","53","windowEvents","undefined","undefined","undefined","undefined","undefined","undefined","undefined","{""focus"":2,""input"":1,""keydown"":0,""keyup"":0,""mousemove"":7,""mousedown"":2,""mouseup"":2,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined"
"05178a09-cb69-4128-8559-a51258854df1","rotate3_1","54","chosen_image","completed","undefined","undefined","undefined","100.00","Choose the picture your prefer","Select one:","a","undefined","1206","1206","labeling/rotated/ex3_rotate/hor.png,labeling/rotated/ex3_rotate/rotate_min.png"
"05178a09-cb69-4128-8559-a51258854df1","rotate3_1","54","windowEvents","undefined","undefined","undefined","undefined","undefined","undefined","undefined","{""focus"":2,""input"":1,""keydown"":0,""keyup"":0,""mousemove"":8,""mousedown"":2,""mouseup"":2,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined"
"05178a09-cb69-4128-8559-a51258854df1","rotate2_1","55","chosen_image","completed","undefined","undefined","undefined","100.00","Choose the picture your prefer","Select one:","b","undefined","2248","2248","labeling/rotated/ex2_rotate/hor.png,labeling/rotated/ex2_rotate/rotate_min.png"
"05178a09-cb69-4128-8559-a51258854df1","rotate2_1","55","windowEvents","undefined","undefined","undefined","undefined","undefined","undefined","undefined","{""focus"":2,""input"":1,""keydown"":0,""keyup"":0,""mousemove"":9,""mousedown"":4,""mouseup"":4,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined"
"319f3aa6-ddbc-4a36-b40c-e094e2d99cfc","participantTags","null","participantTags","undefined","undefined","undefined","undefined","undefined","undefined","undefined","[]","undefined","undefined","undefined","undefined"
"78a1031c-7e70-4c8f-a0b1-b5a9b0cc7d7c","participantTags","null","participantTags","undefined","undefined","undefined","undefined","undefined","undefined","undefined","[""introduction"",""study"",""Describe"",""Label placement vibes"",""introduction2"",""Choose"",""introduction3"",""introduction4"",""Label placement rotation""]","undefined","undefined","undefined","undefined"
"78a1031c-7e70-4c8f-a0b1-b5a9b0cc7d7c","consent","0","signature","in progress","undefined","undefined","undefined","5.36","undefined","Your signature (either your name or initials)","Soeren (Test)","undefined","2241961","2086001","undefined"
"78a1031c-7e70-4c8f-a0b1-b5a9b0cc7d7c","consent","0","accept","in progress","undefined","undefined","undefined","5.36","undefined","Do you consent to the study and wish to continue?","Accept","undefined","2241961","2086001","undefined"
"78a1031c-7e70-4c8f-a0b1-b5a9b0cc7d7c","consent","0","windowEvents","undefined","undefined","undefined","undefined","undefined","undefined","undefined","{""focus"":16,""input"":12,""keydown"":23,""keyup"":16,""mousemove"":386,""mousedown"":12,""mouseup"":11,""resize"":4,""scroll"":9,""visibility"":4}","undefined","undefined","undefined","undefined"
"78a1031c-7e70-4c8f-a0b1-b5a9b0cc7d7c","introduction1","1","","in progress","undefined","undefined","undefined","5.36","undefined","undefined","undefined","undefined","97982","97982","undefined"
"78a1031c-7e70-4c8f-a0b1-b5a9b0cc7d7c","introduction1","1","windowEvents","undefined","undefined","undefined","undefined","undefined","undefined","undefined","{""focus"":1,""input"":0,""keydown"":2,""keyup"":1,""mousemove"":124,""mousedown"":2,""mouseup"":2,""resize"":0,""scroll"":1,""visibility"":0}","undefined","undefined","undefined","undefined"
"78a1031c-7e70-4c8f-a0b1-b5a9b0cc7d7c","ex4","2","difference","in progress","undefined","undefined","undefined","5.36","Look at the image carefully, then answer the questions below.","Describe the difference between the second image compared to the first image.","a","undefined","119155","119155","undefined"
"78a1031c-7e70-4c8f-a0b1-b5a9b0cc7d7c","ex4","2","transform_1","in progress","undefined","undefined","undefined","5.36","Look at the image carefully, then answer the questions below.","Desribe how you would transform the first image into the second image in three or less steps","a","undefined","119155","119155","undefined"
"78a1031c-7e70-4c8f-a0b1-b5a9b0cc7d7c","ex4","2","transform_2","in progress","undefined","undefined","undefined","5.36","Look at the image carefully, then answer the questions below.","","a","undefined","119155","119155","undefined"
"78a1031c-7e70-4c8f-a0b1-b5a9b0cc7d7c","ex4","2","transform_3","in progress","undefined","undefined","undefined","5.36","Look at the image carefully, then answer the questions below.","","a","undefined","119155","119155","undefined"
"78a1031c-7e70-4c8f-a0b1-b5a9b0cc7d7c","ex4","2","windowEvents","undefined","undefined","undefined","undefined","undefined","undefined","undefined","{""focus"":9,""input"":9,""keydown"":13,""keyup"":11,""mousemove"":228,""mousedown"":11,""mouseup"":11,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined"
"78a1031c-7e70-4c8f-a0b1-b5a9b0cc7d7c","ex12b","3","","in progress","undefined","undefined","undefined","5.36","Look at the image carefully, then answer the questions below.","undefined","undefined","undefined","undefined","undefined","ex12/ex12_remade1.png,ex12/ex12_remade2.png"
"78a1031c-7e70-4c8f-a0b1-b5a9b0cc7d7c","ex12b","3","windowEvents","undefined","undefined","undefined","undefined","undefined","undefined","undefined","{""focus"":0,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":0,""mousedown"":0,""mouseup"":0,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined"
"78a1031c-7e70-4c8f-a0b1-b5a9b0cc7d7c","ex16","4","","in progress","undefined","undefined","undefined","5.36","Look at the image carefully, then answer the questions below.","undefined","undefined","undefined","undefined","undefined","ex16/before.png,ex16/after.png"
"78a1031c-7e70-4c8f-a0b1-b5a9b0cc7d7c","ex16","4","windowEvents","undefined","undefined","undefined","undefined","undefined","undefined","undefined","{""focus"":0,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":0,""mousedown"":0,""mouseup"":0,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined"
"78a1031c-7e70-4c8f-a0b1-b5a9b0cc7d7c","ex12","5","","in progress","undefined","undefined","undefined","5.36","Look at the image carefully, then answer the questions below.","undefined","undefined","undefined","undefined","undefined","undefined"
"78a1031c-7e70-4c8f-a0b1-b5a9b0cc7d7c","ex12","5","windowEvents","undefined","undefined","undefined","undefined","undefined","undefined","undefined","{""focus"":0,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":0,""mousedown"":0,""mouseup"":0,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined"
"78a1031c-7e70-4c8f-a0b1-b5a9b0cc7d7c","ex10","6","","in progress","undefined","undefined","undefined","5.36","Look at the image carefully, then answer the questions below.","undefined","undefined","undefined","undefined","undefined","undefined"
"78a1031c-7e70-4c8f-a0b1-b5a9b0cc7d7c","ex10","6","windowEvents","undefined","undefined","undefined","undefined","undefined","undefined","undefined","{""focus"":0,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":0,""mousedown"":0,""mouseup"":0,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined"
"78a1031c-7e70-4c8f-a0b1-b5a9b0cc7d7c","ex5","7","","in progress","undefined","undefined","undefined","5.36","Look at the image carefully, then answer the questions below.","undefined","undefined","undefined","undefined","undefined","undefined"
"78a1031c-7e70-4c8f-a0b1-b5a9b0cc7d7c","ex5","7","windowEvents","undefined","undefined","undefined","undefined","undefined","undefined","undefined","{""focus"":0,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":0,""mousedown"":0,""mouseup"":0,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined"
"78a1031c-7e70-4c8f-a0b1-b5a9b0cc7d7c","ex11","8","","in progress","undefined","undefined","undefined","5.36","Look at the image carefully, then answer the questions below.","undefined","undefined","undefined","undefined","undefined","undefined"
"78a1031c-7e70-4c8f-a0b1-b5a9b0cc7d7c","ex11","8","windowEvents","undefined","undefined","undefined","undefined","undefined","undefined","undefined","{""focus"":0,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":0,""mousedown"":0,""mouseup"":0,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined"
"78a1031c-7e70-4c8f-a0b1-b5a9b0cc7d7c","ex3","9","","in progress","undefined","undefined","undefined","5.36","Look at the image carefully, then answer the questions below.","undefined","undefined","undefined","undefined","undefined","undefined"
"78a1031c-7e70-4c8f-a0b1-b5a9b0cc7d7c","ex3","9","windowEvents","undefined","undefined","undefined","undefined","undefined","undefined","undefined","{""focus"":0,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":0,""mousedown"":0,""mouseup"":0,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined"
"78a1031c-7e70-4c8f-a0b1-b5a9b0cc7d7c","ex14","10","","in progress","undefined","undefined","undefined","5.36","Look at the image carefully, then answer the questions below.","undefined","undefined","undefined","undefined","undefined","ex14/left.png,ex14/right.png"
"78a1031c-7e70-4c8f-a0b1-b5a9b0cc7d7c","ex14","10","windowEvents","undefined","undefined","undefined","undefined","undefined","undefined","undefined","{""focus"":0,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":0,""mousedown"":0,""mouseup"":0,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined"
"78a1031c-7e70-4c8f-a0b1-b5a9b0cc7d7c","ex13","11","","in progress","undefined","undefined","undefined","5.36","Look at the image carefully, then answer the questions below.","undefined","undefined","undefined","undefined","undefined","ex13/left.png,ex13/right.png"
"78a1031c-7e70-4c8f-a0b1-b5a9b0cc7d7c","ex13","11","windowEvents","undefined","undefined","undefined","undefined","undefined","undefined","undefined","{""focus"":0,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":0,""mousedown"":0,""mouseup"":0,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined"
"78a1031c-7e70-4c8f-a0b1-b5a9b0cc7d7c","ex7","12","","in progress","undefined","undefined","undefined","5.36","Look at the image carefully, then answer the questions below.","undefined","undefined","undefined","undefined","undefined","undefined"
"78a1031c-7e70-4c8f-a0b1-b5a9b0cc7d7c","ex7","12","windowEvents","undefined","undefined","undefined","undefined","undefined","undefined","undefined","{""focus"":0,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":0,""mousedown"":0,""mouseup"":0,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined"
"78a1031c-7e70-4c8f-a0b1-b5a9b0cc7d7c","ex15","13","","in progress","undefined","undefined","undefined","5.36","Look at the image carefully, then answer the questions below.","undefined","undefined","undefined","undefined","undefined","ex15/left.png,ex15/right.png"
"78a1031c-7e70-4c8f-a0b1-b5a9b0cc7d7c","ex15","13","windowEvents","undefined","undefined","undefined","undefined","undefined","undefined","undefined","{""focus"":0,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":0,""mousedown"":0,""mouseup"":0,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined"
"78a1031c-7e70-4c8f-a0b1-b5a9b0cc7d7c","ex2","14","","in progress","undefined","undefined","undefined","5.36","Look at the image carefully, then answer the questions below.","undefined","undefined","undefined","undefined","undefined","undefined"
"78a1031c-7e70-4c8f-a0b1-b5a9b0cc7d7c","ex2","14","windowEvents","undefined","undefined","undefined","undefined","undefined","undefined","undefined","{""focus"":0,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":0,""mousedown"":0,""mouseup"":0,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined"
"78a1031c-7e70-4c8f-a0b1-b5a9b0cc7d7c","ex6","15","","in progress","undefined","undefined","undefined","5.36","Look at the image carefully, then answer the questions below.","undefined","undefined","undefined","undefined","undefined","undefined"
"78a1031c-7e70-4c8f-a0b1-b5a9b0cc7d7c","ex6","15","windowEvents","undefined","undefined","undefined","undefined","undefined","undefined","undefined","{""focus"":0,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":0,""mousedown"":0,""mouseup"":0,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined"
"78a1031c-7e70-4c8f-a0b1-b5a9b0cc7d7c","ex8","16","","in progress","undefined","undefined","undefined","5.36","Look at the image carefully, then answer the questions below.","undefined","undefined","undefined","undefined","undefined","undefined"
"78a1031c-7e70-4c8f-a0b1-b5a9b0cc7d7c","ex8","16","windowEvents","undefined","undefined","undefined","undefined","undefined","undefined","undefined","{""focus"":0,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":0,""mousedown"":0,""mouseup"":0,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined"
"78a1031c-7e70-4c8f-a0b1-b5a9b0cc7d7c","ex16b","17","","in progress","undefined","undefined","undefined","5.36","Look at the image carefully, then answer the questions below.","undefined","undefined","undefined","undefined","undefined","ex16/before.png,ex16/after_2.png"
"78a1031c-7e70-4c8f-a0b1-b5a9b0cc7d7c","ex16b","17","windowEvents","undefined","undefined","undefined","undefined","undefined","undefined","undefined","{""focus"":0,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":0,""mousedown"":0,""mouseup"":0,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined"
"78a1031c-7e70-4c8f-a0b1-b5a9b0cc7d7c","ex1","18","","in progress","undefined","undefined","undefined","5.36","Look at the image carefully, then answer the questions below.","undefined","undefined","undefined","undefined","undefined","undefined"
"78a1031c-7e70-4c8f-a0b1-b5a9b0cc7d7c","ex1","18","windowEvents","undefined","undefined","undefined","undefined","undefined","undefined","undefined","{""focus"":0,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":0,""mousedown"":0,""mouseup"":0,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined"
